aliasNames,shortName
research/elasticsearch-6.2.3/modules/rank-eval/rank-eval-6.2.3.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/reindex/commons-codec-1.10.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/reindex/commons-logging-1.1.3.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/reindex/elasticsearch-rest-client-6.2.3.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/reindex/httpasyncclient-4.1.2.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/reindex/httpasyncclient-4.1.2.jar#/meta-inf/notice,Approved/Apache Software Foundation products NOTICE
research/elasticsearch-6.2.3/modules/reindex/httpclient-4.5.2.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/reindex/httpclient-4.5.2.jar#/meta-inf/notice,Approved/Apache Software Foundation products NOTICE
research/elasticsearch-6.2.3/modules/reindex/httpcore-4.4.5.jar#/meta-inf/license,Approved/Apache-2.0 + CC-BY-2.5 License
research/elasticsearch-6.2.3/modules/reindex/httpcore-nio-4.4.5.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/reindex/httpcore-nio-4.4.5.jar#/meta-inf/notice,Approved/Apache Software Foundation products NOTICE
research/elasticsearch-6.2.3/modules/reindex/reindex-6.2.3.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/repository-url/repository-url-6.2.3.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/transport-netty4/transport-netty4-6.2.3.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/modules/tribe/tribe-6.2.3.jar#/meta-inf/license,spdx/Apache-2.0
research/elasticsearch-6.2.3/notice,Approved/GPL-3.0 + LGPL-2.1 + MPL-2.0 + CC0-1.0 + Unicode + ICU + BSD-2-Clause + ANTLR-PD + Apache-2.0 + EPL-1.0 + EDL-1.0 + CPL-1.0 + MIT + mecab-ipadic-2.7.0-20070801 + HdrHistogram Licensed NOTICE
research/node_modules/protractor/node_modules/mime-types/license,research/node_modules/protractor/node_modules/mime-db/LICENSE
research/node_modules/protractor/plugins/console/spec/consolefailerrorconfig.js,research/node_modules/protractor/plugins/console/spec/consoleFailConfig.js
research/node_modules/protractor/plugins/console/spec/consolefailwarningconfig.js,research/node_modules/protractor/plugins/console/spec/consoleFailConfig.js
research/node_modules/protractor/plugins/console/spec/fail_warning_spec.js,research/node_modules/protractor/plugins/console/spec/fail_error_spec.js
research/node_modules/protractor/plugins/console/spec/pass_spec.js,research/node_modules/protractor/plugins/console/spec/fail_spec.js
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/com/sun/jna/platform/win32/com/tlb/imp/tlbpropertygetstub.template,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/com/sun/jna/platform/win32/COM/tlb/imp/TlbFunctionStub.template
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/icons/pause_disabled.png,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/icons/pause.png
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/icons/step_disabled.png,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/icons/continue.png
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/lib/sizzle.js,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/com/thoughtworks/selenium/webdriven/sizzle.js
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/remoterunner.html,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/RemoteRunner.hta
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/testrunner.html,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/TestRunner.hta
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customprofiledircustffchrome/cert8.db,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customProfileDirCUSTFF/cert8.db
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customprofiledircustffchrome/extensions/readystate@openqa.org/chrome.manifest,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customProfileDirCUSTFF/extensions/readystate@openqa.org/chrome.manifest
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customprofiledircustffchrome/extensions/readystate@openqa.org/chrome/readystate.jar#/content/readystate.js,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customProfileDirCUSTFF/extensions/readystate@openqa.org/chrome/readystate.jar#/content/readystate.js
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customprofiledircustffchrome/extensions/readystate@openqa.org/install.rdf,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customProfileDirCUSTFF/extensions/readystate@openqa.org/install.rdf
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customprofiledircustffchrome/extensions/{538f0036-f358-4f84-a764-89fb437166b4}/install.rdf,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customProfileDirCUSTFF/extensions/{538F0036-F358-4f84-A764-89FB437166B4}/install.rdf
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customprofiledircustffchrome/extensions/{538f0036-f358-4f84-a764-89fb437166b4}/kill.html,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/customProfileDirCUSTFF/extensions/{538F0036-F358-4f84-A764-89FB437166B4}/kill.html
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/license-junit,spdx/EPL-1.0
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/meta-inf/license,spdx/Apache-2.0
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/meta-inf/notice,research/elasticsearch-6.2.3/modules/reindex/commons-codec-1.10.jar#/META-INF/NOTICE
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/meta-inf/services/javax.management.remote.jmxconnectorserverprovider,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/META-INF/services/javax.management.remote.JMXConnectorProvider
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/mx4j/tools/adaptor/http/xsl/setattributes.xsl,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/mx4j/tools/adaptor/http/xsl/setattribute.xsl
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/mx4j/tools/remote/resolver/soap/ssl/server-deploy.wsdd,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/mx4j/tools/remote/resolver/soap/server-deploy.wsdd
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hungarian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_spanish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_cyrillic,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_english,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_french,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_german,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_hebrew,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_hungarian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_polish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_romanian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_russian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_spanish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_rules_hebrew,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_arabic,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_cyrillic,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_czech,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_dutch,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_english,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_english
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_french,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_german,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_german
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_greek,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_greeklatin,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_hebrew,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_hungarian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_italian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_polish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_polish
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_portuguese,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_romanian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_romanian
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_russian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_russian
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_spanish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_approx_turkish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_arabic,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_common,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_exact_common
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_cyrillic,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_czech,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_dutch,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_english,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_french,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_german,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_greek,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_greeklatin,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_hebrew,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_hungarian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_italian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_polish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_portuguese,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_romanian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_russian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_spanish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_exact_turkish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_hebrew_common,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_hebrew_common
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_rules_english,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_rules_english
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_rules_german,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_rules_german
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/lang,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_approx_any,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_approx_french,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_approx_hebrew,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_approx_italian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_approx_portuguese,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_approx_spanish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_cyrillic
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_exact_any,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_exact_french,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_exact_hebrew,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_exact_italian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_exact_portuguese,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_exact_spanish,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/ash_approx_hebrew
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_rules_italian,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_rules_italian
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/sep_rules_portuguese,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/apache/commons/codec/language/bm/gen_rules_portuguese
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/eclipse/jdt/internal/compiler/parser/start1.rsc,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/eclipse/jdt/internal/compiler/parser/part1.rsc
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/openqa/grid/images/chrome.png,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/icons/pause.png
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/openqa/grid/images/opera.png,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/icons/pause.png
research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/org/openqa/grid/images/safari.png,research/node_modules/protractor/selenium/selenium-server-standalone-2.47.1.jar#/core/icons/pause.png
research/node_modules/protractor/testapp/nghint/index.html,research/node_modules/protractor/testapp/accessibility/index.html
research/node_modules/protractor/testapp/nghint/nonghint.html,research/node_modules/protractor/testapp/accessibility/index.html
research/node_modules/protractor/testapp/nghint/notag.html,research/node_modules/protractor/testapp/accessibility/index.html
research/node_modules/protractor/testapp/nghint/unused.html,research/node_modules/protractor/testapp/accessibility/index.html
reseller agreement 4.0 between highsoft as and reseller,Approved/Highsoft Standard License Agreement 9.0
resin pro license deployment,Approved/resin pro licenses NOTICE
resin pro licenses,Approved/resin pro licenses NOTICE
restrictive than gpl and consequently w3c software,spdx/W3C
revised bsd,spdx/BSD-3-Clause
rhecos-1.1,spdx/RHeCos-1.1
ricoh source code public license,spdx/RSCPL
rmock,spdx/Apache-2.0
rmock license,spdx/Apache-2.0
rox.jar,Approved/BSD-3-Clause for ROX.jar license
rox.jar license,Approved/BSD-3-Clause for ROX.jar license
rpl-1.1,spdx/RPL-1.1
rpl-1.5,spdx/RPL-1.5
rpsl-1.0,spdx/RPSL-1.0
rpslv1.0,spdx/RPSL-1.0
rsa data security license,spdx/RSA-MD
"rsa data security, inc. created",spdx/RSA-MD
rsa message-digest license,spdx/RSA-MD
rsa message-digest license ,spdx/RSA-MD
rsa-md,spdx/RSA-MD
rscpl,spdx/RSCPL
ruby,spdx/Ruby
ruby bsdl,spdx/Ruby
ruby license,spdx/Ruby
same bsd license,spdx/BSD-3-Clause
"same name, release under the bsd license",spdx/BSD-3-Clause
sax public domain notice,spdx/SAX-PD
sax-pd,spdx/SAX-PD
sax2 is free!,spdx/SAX-PD
saxpath,spdx/Saxpath
saxpath license,spdx/Saxpath
scala,Approved/Apache-2.0 + BSD 3-Clause
scala license,Approved/Apache-2.0 + BSD 3-Clause
scea,spdx/SCEA
scea shared source license,spdx/SCEA
scheme widget library (swl) software license agreement,spdx/SWL
scilab license,FSF/Scilab
scipy license,spdx/BSD-3-Clause
scipy license (bsd style),spdx/BSD-3-Clause
scratch 1.4 license,FSF/Scratch
secure messaging protocol public license,spdx/SMPPL
sencha licensing,Approved/GPL-3.0 + Sencha Licensing Notices
sendmail,spdx/Sendmail
sendmail license,spdx/Sendmail
sendmail license 8.23,spdx/Sendmail-8.23
sendmail-8.23,spdx/Sendmail-8.23
sequence library license,"Approved/BSD-3-Clause for syntevo GmbH, Freilassing, GERMANY"
sgi free software b license,spdx/SGI-B-1.1
sgi free software licence,spdx/SGI-B-1.0
sgi free software licence b,spdx/SGI-B-1.0
sgi free software license b,spdx/SGI-B-1.1
sgi free software license b (version 1.1 [02/22/2000]),spdx/SGI-B-1.1
sgi free software license b v1.0,spdx/SGI-B-1.0
sgi free software license b v1.1,spdx/SGI-B-1.1
sgi free software license b v2.0,spdx/SGI-B-2.0
"sgi free software license b, version 2.0",spdx/SGI-B-2.0
sgi-b-1.0,spdx/SGI-B-1.0
sgi-b-1.1,spdx/SGI-B-1.1
sgi-b-2.0,spdx/SGI-B-2.0
sgifreeb,spdx/SGI-B-2.0
share/licenses/agpl-3,spdx/AGPL-3.0
share/licenses/artistic-2.0,spdx/Artistic-2.0
share/licenses/bsd_2_clause,spdx/BSD-2-Clause
share/licenses/bsd_3_clause,spdx/BSD-3-Clause
share/licenses/gpl-3,spdx/GPL-3.0
share/licenses/lgpl-2,spdx/LGPL-2.0
share/licenses/lgpl-2.1,spdx/LGPL-2.1
share/licenses/lgpl-3,spdx/LGPL-3.0
sil open font license 1.0,spdx/OFL-1.0
sil open font license 1.1,spdx/OFL-1.1
